MaGD,MaKH,NgayGD,GioGD,LoaiGD,SoTien,ChiNhanh,KenhGD,TrangThai,GhiChu
GD000783,KH0003,2024-05-30,17:56,Thanh toán hóa đơn,63591224,Thanh Hóa,POS,Thành công,
GD000919,KH0025,2024-05-18,16:09,Nạp tiền,108179272,Đà Nẵng,Mobile App,Thành công,Mua sắm online
GD000908,KH0027,2024-03-11,12:24,Rút tiền,195712439,Thanh Hóa,Quầy giao dịch,Thành công,
GD000753,KH0041,2024-06-13,15:38,Rút tiền,90957708,Đà Nẵng,Quầy giao dịch,Thành công,
GD000326,KH0179,2024-02-18,10:41,Rút tiền,144624648,,Mobile App,Thành công,
GD000993,KH0168,2024-01-23,15:56,Nạp tiền,10127033,Cần Thơ,Mobile App,Thành công,Lương tháng 1
GD000183,KH0106,2024-02-18,12:07,Thanh toán hóa đơn,167219195,,Internet Banking,Thành công,Trả nợ vay
GD000364,KH0169,2024-06-22,16:54,Chuyển khoản,53836922,Hải Phòng,ATM,Thành công,
GD000712,KH0158,31/05/2024,08:31,Nạp tiền,127180357,Đồng Nai,ATM,Thành công,
GD000258,KH0184,2024-05-07,12:22,Thanh toán hóa đơn,1006030917,Hải Phòng,Internet Banking,Thành công,
GD000633,KH0036,2024-02-06,11:25,Rút tiền,51957713,Hải Phòng,Quầy giao dịch,Thành công,
GD000635,KH0194,2024-03-28,08:24,Nạp tiền,157078990,Đà Nẵng,ATM,Thành công,
GD000602,KH0052,2024-04-03,09:21,Mua ngoại tệ,143596899,Nghệ An,Internet Banking,Thành công,Thanh toán tiền điện
GD000107,KH0151,2024-05-13,10:09,Mua ngoại tệ,26948304,Hà Nội,Quầy giao dịch,Thành công,
GD000361,KH0016,2024-04-23,14:04,Chuyển khoản,79216116,Đồng Nai,ATM,Thất bại,
GD000155,KH0097,2024-06-16,09:33,Nạp tiền,138662495,Đồng Nai,ATM,Đang xử lý,
GD000613,KH0075,25/06/2024,09:55,Nạp tiền,119729363,Hải Phòng,ATM,Thành công,
GD000231,KH0084,2024-04-26,09:22,Thanh toán hóa đơn,93630744,Thanh Hóa,ATM,Thành công,
GD000955,KH0153,2024-06-24,14:09,Rút tiền,190965533,Hà Nội,ATM,Thành công,Mua sắm online
GD000645,KH0100,2024-03-07,12:27,Nạp tiền,63053361,Bình Dương,Mobile App,Thành công,
GD000818,KH0004,2024-05-23,10:49,Rút tiền,90473150,Hà Nội,Quầy giao dịch,Thành công,
GD000037,KH0173,2024-03-19,08:47,Rút tiền,92533763,Hà Nội,Internet Banking,Thành công,Trả nợ vay
GD000711,KH0054,2024-02-17,09:16,Thanh toán hóa đơn,96019511,ĐỒNG NAI,Quầy giao dịch,Thành công,
GD000299,KH0130,2024-03-17,11:26,Thanh toán hóa đơn,180320580,  Nghệ An  ,POS,Thành công,
GD000497,KH0090,2024-05-19,13:29,Chuyển khoản,89637344,Nghệ An,POS,Thành công,Trả nợ vay
GD000845,KH0162,2024-03-27,13:50,Nạp tiền,77368169,Đà Nẵng,POS,Thành công,
GD000884,KH0149,2024-06-17,12:40,Chuyển khoản,188494651,Cần Thơ,POS,Thành công,
GD000051,KH0011,2024-02-28,17:30,Nạp tiền,75312056,Nghệ An,,Thành công,
GD000876,KH0107,2024-04-07,09:26,Thanh toán hóa đơn,130229230,Cần Thơ,POS,Thành công,Lương tháng 4
GD000466,KH0082,25/05/2024,14:03,Nạp tiền,57339718,TP. Hồ Chí Minh,ATM,Thành công,
GD000076,KH0037,2024-01-18,03:10,Thanh toán hóa đơn,40684183,Đồng Nai,Mobile App,Thành công,
GD000921,KH0182,27/05/2024,09:40,Thanh toán hóa đơn,91900865,Đồng Nai,Mobile App,Thành công,Thanh toán tiền điện
GD001000,KH0130,2024-02-07,11:28,Mua ngoại tệ,50061368,Hà Nội,Internet Banking,Thành công,
GD000913,KH0005,2024-04-27,10:00,Nạp tiền,88479075,Thanh Hóa,,Thành công,
GD000939,KH0101,2024-02-17,12:11,Mua ngoại tệ,153778199,Đà Nẵng,Quầy giao dịch,Thành công,Trả nợ vay
GD000686,KH0041,2024-03-18,12:14,Rút tiền,116243963,Đồng Nai,Internet Banking,Thành công,
GD000052,KH0020,2024-03-17,14:43,Mua ngoại tệ,37617700,Hà Nội,Internet Banking,Thành công,
GD000629,KH0172,2024-03-28,13:27,Chuyển khoản,61018417,Khánh Hòa,Quầy giao dịch,Thành công,
GD000761,KH0129,2024-06-12,08:31,Mua ngoại tệ,77240531,Hà Nội,ATM,Thành công,
GD000941,KH0117,2024-03-26,16:50,Mua ngoại tệ,49997260,Hà Nội,ATM,Thành công,
GD000827,KH0151,2024-05-17,11:16,Mua ngoại tệ,153734611,Nghệ An,POS,Thành công,
GD000426,KH0174,2024-05-16,17:12,Chuyển khoản,92676506,Hải Phòng,POS,Thành công,
GD000567,KH0082,2024-06-30,13:33,Chuyển khoản,179290382,TP. Hồ Chí Minh,POS,Thành công,
GD000705,KH0001,15/06/2024,14:35,Thanh toán hóa đơn,199370296,TP. Hồ Chí Minh,Quầy giao dịch,Thành công,
